response,context,context/0,context/1,context/2,context/3,context/4,context/5
mein cheeni ki terhan mehsoos karta hon .,mujhe aik minute sochnay do .,aap kahan jana chahte hain ?,yeh mazaaq ki terhan lagta hai .,chalo bahar khana khanay chaltay hain .,"larke, yeh aik achi naak hai .","lekin jab mein subah sirf aik cigrette peeta hon, to woh shaam ko usay sungh sakti hai !",cigrette ki badboo ke liye aap ko achi naak ki zaroorat nahi hai .
yeh mazedar lagta hai .,mein cheeni ki terhan mehsoos karta hon .,mujhe aik minute sochnay do .,aap kahan jana chahte hain ?,yeh mazaaq ki terhan lagta hai .,chalo bahar khana khanay chaltay hain .,"larke, yeh aik achi naak hai .","lekin jab mein subah sirf aik cigrette peeta hon, to woh shaam ko usay sungh sakti hai !"
mein aik acha cheeni ristoran jaanta hon .,yeh mazedar lagta hai .,mein cheeni ki terhan mehsoos karta hon .,mujhe aik minute sochnay do .,aap kahan jana chahte hain ?,yeh mazaaq ki terhan lagta hai .,chalo bahar khana khanay chaltay hain .,"larke, yeh aik achi naak hai ."
yeh kitna daur hai ?,mein aik acha cheeni ristoran jaanta hon .,yeh mazedar lagta hai .,mein cheeni ki terhan mehsoos karta hon .,mujhe aik minute sochnay do .,aap kahan jana chahte hain ?,yeh mazaaq ki terhan lagta hai .,chalo bahar khana khanay chaltay hain .
yahan se sirf 10 minute ki doori par hai .,yeh kitna daur hai ?,mein aik acha cheeni ristoran jaanta hon .,yeh mazedar lagta hai .,mein cheeni ki terhan mehsoos karta hon .,mujhe aik minute sochnay do .,aap kahan jana chahte hain ?,yeh mazaaq ki terhan lagta hai .
kya hamein tahaffuzaat ki zaroorat hai ?,yahan se sirf 10 minute ki doori par hai .,yeh kitna daur hai ?,mein aik acha cheeni ristoran jaanta hon .,yeh mazedar lagta hai .,mein cheeni ki terhan mehsoos karta hon .,mujhe aik minute sochnay do .,aap kahan jana chahte hain ?
arrey nahi. hum seedhay andar chal satke hain .,kya hamein tahaffuzaat ki zaroorat hai ?,yahan se sirf 10 minute ki doori par hai .,yeh kitna daur hai ?,mein aik acha cheeni ristoran jaanta hon .,yeh mazedar lagta hai .,mein cheeni ki terhan mehsoos karta hon .,mujhe aik minute sochnay do .
mein yaqeen nahi kar sakta ke yeh line kitni lambi hai .,arrey nahi. hum seedhay andar chal satke hain .,kya hamein tahaffuzaat ki zaroorat hai ?,yahan se sirf 10 minute ki doori par hai .,yeh kitna daur hai ?,mein aik acha cheeni ristoran jaanta hon .,yeh mazedar lagta hai .,mein cheeni ki terhan mehsoos karta hon .
"yeh aik mashhoor ristoran hai, hai na ?",mein yaqeen nahi kar sakta ke yeh line kitni lambi hai .,arrey nahi. hum seedhay andar chal satke hain .,kya hamein tahaffuzaat ki zaroorat hai ?,yahan se sirf 10 minute ki doori par hai .,yeh kitna daur hai ?,mein aik acha cheeni ristoran jaanta hon .,yeh mazedar lagta hai .
"haan, lekin yeh fast food ristoran nahi hai, hai na ?","yeh aik mashhoor ristoran hai, hai na ?",mein yaqeen nahi kar sakta ke yeh line kitni lambi hai .,arrey nahi. hum seedhay andar chal satke hain .,kya hamein tahaffuzaat ki zaroorat hai ?,yahan se sirf 10 minute ki doori par hai .,yeh kitna daur hai ?,mein aik acha cheeni ristoran jaanta hon .
yeh shehar ka sab se sust himbrgr hai .,"haan, lekin yeh fast food ristoran nahi hai, hai na ?","yeh aik mashhoor ristoran hai, hai na ?",mein yaqeen nahi kar sakta ke yeh line kitni lambi hai .,arrey nahi. hum seedhay andar chal satke hain .,kya hamein tahaffuzaat ki zaroorat hai ?,yahan se sirf 10 minute ki doori par hai .,yeh kitna daur hai ?
is ki wajah yeh hai ke jab aap intzaar karte hain to woh usay pakatay hain .,yeh shehar ka sab se sust himbrgr hai .,"haan, lekin yeh fast food ristoran nahi hai, hai na ?","yeh aik mashhoor ristoran hai, hai na ?",mein yaqeen nahi kar sakta ke yeh line kitni lambi hai .,arrey nahi. hum seedhay andar chal satke hain .,kya hamein tahaffuzaat ki zaroorat hai ?,yahan se sirf 10 minute ki doori par hai .
jee haan. yahi wajah hai ke yeh shehar ka behtareen himbrgr bhi hai .,is ki wajah yeh hai ke jab aap intzaar karte hain to woh usay pakatay hain .,yeh shehar ka sab se sust himbrgr hai .,"haan, lekin yeh fast food ristoran nahi hai, hai na ?","yeh aik mashhoor ristoran hai, hai na ?",mein yaqeen nahi kar sakta ke yeh line kitni lambi hai .,arrey nahi. hum seedhay andar chal satke hain .,kya hamein tahaffuzaat ki zaroorat hai ?
aik zabardast bargar aur zabardast service .,jee haan. yahi wajah hai ke yeh shehar ka behtareen himbrgr bhi hai .,is ki wajah yeh hai ke jab aap intzaar karte hain to woh usay pakatay hain .,yeh shehar ka sab se sust himbrgr hai .,"haan, lekin yeh fast food ristoran nahi hai, hai na ?","yeh aik mashhoor ristoran hai, hai na ?",mein yaqeen nahi kar sakta ke yeh line kitni lambi hai .,arrey nahi. hum seedhay andar chal satke hain .
"haan, karkun bohat shaista hain .",aik zabardast bargar aur zabardast service .,jee haan. yahi wajah hai ke yeh shehar ka behtareen himbrgr bhi hai .,is ki wajah yeh hai ke jab aap intzaar karte hain to woh usay pakatay hain .,yeh shehar ka sab se sust himbrgr hai .,"haan, lekin yeh fast food ristoran nahi hai, hai na ?","yeh aik mashhoor ristoran hai, hai na ?",mein yaqeen nahi kar sakta ke yeh line kitni lambi hai .
aur woh saaf hain .,"haan, karkun bohat shaista hain .",aik zabardast bargar aur zabardast service .,jee haan. yahi wajah hai ke yeh shehar ka behtareen himbrgr bhi hai .,is ki wajah yeh hai ke jab aap intzaar karte hain to woh usay pakatay hain .,yeh shehar ka sab se sust himbrgr hai .,"haan, lekin yeh fast food ristoran nahi hai, hai na ?","yeh aik mashhoor ristoran hai, hai na ?"
mein yahan barson se araha hon .,aur woh saaf hain .,"haan, karkun bohat shaista hain .",aik zabardast bargar aur zabardast service .,jee haan. yahi wajah hai ke yeh shehar ka behtareen himbrgr bhi hai .,is ki wajah yeh hai ke jab aap intzaar karte hain to woh usay pakatay hain .,yeh shehar ka sab se sust himbrgr hai .,"haan, lekin yeh fast food ristoran nahi hai, hai na ?"
mein bhi .,mein yahan barson se araha hon .,aur woh saaf hain .,"haan, karkun bohat shaista hain .",aik zabardast bargar aur zabardast service .,jee haan. yahi wajah hai ke yeh shehar ka behtareen himbrgr bhi hai .,is ki wajah yeh hai ke jab aap intzaar karte hain to woh usay pakatay hain .,yeh shehar ka sab se sust himbrgr hai .
dopehar ka khana mazedar tha .,mein bhi .,mein yahan barson se araha hon .,aur woh saaf hain .,"haan, karkun bohat shaista hain .",aik zabardast bargar aur zabardast service .,jee haan. yahi wajah hai ke yeh shehar ka behtareen himbrgr bhi hai .,is ki wajah yeh hai ke jab aap intzaar karte hain to woh usay pakatay hain .
shukriya,dopehar ka khana mazedar tha .,mein bhi .,mein yahan barson se araha hon .,aur woh saaf hain .,"haan, karkun bohat shaista hain .",aik zabardast bargar aur zabardast service .,jee haan. yahi wajah hai ke yeh shehar ka behtareen himbrgr bhi hai .
woh kis qisam ka soop tha ?,shukriya,dopehar ka khana mazedar tha .,mein bhi .,mein yahan barson se araha hon .,aur woh saaf hain .,"haan, karkun bohat shaista hain .",aik zabardast bargar aur zabardast service .
yeh timatar ka soop tha .,woh kis qisam ka soop tha ?,shukriya,dopehar ka khana mazedar tha .,mein bhi .,mein yahan barson se araha hon .,aur woh saaf hain .,"haan, karkun bohat shaista hain ."
jis ka zayega bohat acha tha .,yeh timatar ka soop tha .,woh kis qisam ka soop tha ?,shukriya,dopehar ka khana mazedar tha .,mein bhi .,mein yahan barson se araha hon .,aur woh saaf hain .
mein is mein lemoo aur makhan dalta hon .,jis ka zayega bohat acha tha .,yeh timatar ka soop tha .,woh kis qisam ka soop tha ?,shukriya,dopehar ka khana mazedar tha .,mein bhi .,mein yahan barson se araha hon .
sandwich bhi acha tha .,mein is mein lemoo aur makhan dalta hon .,jis ka zayega bohat acha tha .,yeh timatar ka soop tha .,woh kis qisam ka soop tha ?,shukriya,dopehar ka khana mazedar tha .,mein bhi .
har koi bekon aur timatar ke sandwich ko pasand karta hai .,sandwich bhi acha tha .,mein is mein lemoo aur makhan dalta hon .,jis ka zayega bohat acha tha .,yeh timatar ka soop tha .,woh kis qisam ka soop tha ?,shukriya,dopehar ka khana mazedar tha .
khaas tor par toast par .,har koi bekon aur timatar ke sandwich ko pasand karta hai .,sandwich bhi acha tha .,mein is mein lemoo aur makhan dalta hon .,jis ka zayega bohat acha tha .,yeh timatar ka soop tha .,woh kis qisam ka soop tha ?,shukriya
aur achaar bhi bohat achay thay .,khaas tor par toast par .,har koi bekon aur timatar ke sandwich ko pasand karta hai .,sandwich bhi acha tha .,mein is mein lemoo aur makhan dalta hon .,jis ka zayega bohat acha tha .,yeh timatar ka soop tha .,woh kis qisam ka soop tha ?
kal hum dopehar ke khanay mein chawal aur machhli len ge .,aur achaar bhi bohat achay thay .,khaas tor par toast par .,har koi bekon aur timatar ke sandwich ko pasand karta hai .,sandwich bhi acha tha .,mein is mein lemoo aur makhan dalta hon .,jis ka zayega bohat acha tha .,yeh timatar ka soop tha .
mein waiter ko bulaa raha hon .,kal hum dopehar ke khanay mein chawal aur machhli len ge .,aur achaar bhi bohat achay thay .,khaas tor par toast par .,har koi bekon aur timatar ke sandwich ko pasand karta hai .,sandwich bhi acha tha .,mein is mein lemoo aur makhan dalta hon .,jis ka zayega bohat acha tha .
kya maamla hai ?,mein waiter ko bulaa raha hon .,kal hum dopehar ke khanay mein chawal aur machhli len ge .,aur achaar bhi bohat achay thay .,khaas tor par toast par .,har koi bekon aur timatar ke sandwich ko pasand karta hai .,sandwich bhi acha tha .,mein is mein lemoo aur makhan dalta hon .
is steak mein bohat ziyada charbi hai .,kya maamla hai ?,mein waiter ko bulaa raha hon .,kal hum dopehar ke khanay mein chawal aur machhli len ge .,aur achaar bhi bohat achay thay .,khaas tor par toast par .,har koi bekon aur timatar ke sandwich ko pasand karta hai .,sandwich bhi acha tha .
aap waiter ko kya karna chahtay hain ?,is steak mein bohat ziyada charbi hai .,kya maamla hai ?,mein waiter ko bulaa raha hon .,kal hum dopehar ke khanay mein chawal aur machhli len ge .,aur achaar bhi bohat achay thay .,khaas tor par toast par .,har koi bekon aur timatar ke sandwich ko pasand karta hai .
mujhe aik behtar steak lao .,aap waiter ko kya karna chahtay hain ?,is steak mein bohat ziyada charbi hai .,kya maamla hai ?,mein waiter ko bulaa raha hon .,kal hum dopehar ke khanay mein chawal aur machhli len ge .,aur achaar bhi bohat achay thay .,khaas tor par toast par .
mein aisa nahi karoon ga .,mujhe aik behtar steak lao .,aap waiter ko kya karna chahtay hain ?,is steak mein bohat ziyada charbi hai .,kya maamla hai ?,mein waiter ko bulaa raha hon .,kal hum dopehar ke khanay mein chawal aur machhli len ge .,aur achaar bhi bohat achay thay .
kyun nahi ?,mein aisa nahi karoon ga .,mujhe aik behtar steak lao .,aap waiter ko kya karna chahtay hain ?,is steak mein bohat ziyada charbi hai .,kya maamla hai ?,mein waiter ko bulaa raha hon .,kal hum dopehar ke khanay mein chawal aur machhli len ge .
"woh naye steak ko farsh par grayin ge, is par qadam rakhen ge, aur phir is par  ge .",kyun nahi ?,mein aisa nahi karoon ga .,mujhe aik behtar steak lao .,aap waiter ko kya karna chahtay hain ?,is steak mein bohat ziyada charbi hai .,kya maamla hai ?,mein waiter ko bulaa raha hon .
tum pagal ho .,"woh naye steak ko farsh par grayin ge, is par qadam rakhen ge, aur phir is par  ge .",kyun nahi ?,mein aisa nahi karoon ga .,mujhe aik behtar steak lao .,aap waiter ko kya karna chahtay hain ?,is steak mein bohat ziyada charbi hai .,kya maamla hai ?
phir waiter aap ko aik barri muskurahat day ga jab woh aap ke liye naya steak le kar aaye ga .,tum pagal ho .,"woh naye steak ko farsh par grayin ge, is par qadam rakhen ge, aur phir is par  ge .",kyun nahi ?,mein aisa nahi karoon ga .,mujhe aik behtar steak lao .,aap waiter ko kya karna chahtay hain ?,is steak mein bohat ziyada charbi hai .
aap ko yeh pagal khayalat kahan se atay hain ?,phir waiter aap ko aik barri muskurahat day ga jab woh aap ke liye naya steak le kar aaye ga .,tum pagal ho .,"woh naye steak ko farsh par grayin ge, is par qadam rakhen ge, aur phir is par  ge .",kyun nahi ?,mein aisa nahi karoon ga .,mujhe aik behtar steak lao .,aap waiter ko kya karna chahtay hain ?
chalo chaltay hain .,aap ko yeh pagal khayalat kahan se atay hain ?,phir waiter aap ko aik barri muskurahat day ga jab woh aap ke liye naya steak le kar aaye ga .,tum pagal ho .,"woh naye steak ko farsh par grayin ge, is par qadam rakhen ge, aur phir is par  ge .",kyun nahi ?,mein aisa nahi karoon ga .,mujhe aik behtar steak lao .
lekin hum abhi yahan puhanche hain .,chalo chaltay hain .,aap ko yeh pagal khayalat kahan se atay hain ?,phir waiter aap ko aik barri muskurahat day ga jab woh aap ke liye naya steak le kar aaye ga .,tum pagal ho .,"woh naye steak ko farsh par grayin ge, is par qadam rakhen ge, aur phir is par  ge .",kyun nahi ?,mein aisa nahi karoon ga .
kya aap ne waiter ke haath dekhe hain ?,lekin hum abhi yahan puhanche hain .,chalo chaltay hain .,aap ko yeh pagal khayalat kahan se atay hain ?,phir waiter aap ko aik barri muskurahat day ga jab woh aap ke liye naya steak le kar aaye ga .,tum pagal ho .,"woh naye steak ko farsh par grayin ge, is par qadam rakhen ge, aur phir is par  ge .",kyun nahi ?
nahi .,kya aap ne waiter ke haath dekhe hain ?,lekin hum abhi yahan puhanche hain .,chalo chaltay hain .,aap ko yeh pagal khayalat kahan se atay hain ?,phir waiter aap ko aik barri muskurahat day ga jab woh aap ke liye naya steak le kar aaye ga .,tum pagal ho .,"woh naye steak ko farsh par grayin ge, is par qadam rakhen ge, aur phir is par  ge ."
is ke naakhun ganday thay .,nahi .,kya aap ne waiter ke haath dekhe hain ?,lekin hum abhi yahan puhanche hain .,chalo chaltay hain .,aap ko yeh pagal khayalat kahan se atay hain ?,phir waiter aap ko aik barri muskurahat day ga jab woh aap ke liye naya steak le kar aaye ga .,tum pagal ho .
waqai ?,is ke naakhun ganday thay .,nahi .,kya aap ne waiter ke haath dekhe hain ?,lekin hum abhi yahan puhanche hain .,chalo chaltay hain .,aap ko yeh pagal khayalat kahan se atay hain ?,phir waiter aap ko aik barri muskurahat day ga jab woh aap ke liye naya steak le kar aaye ga .
is ke naakhun kalay thay !,waqai ?,is ke naakhun ganday thay .,nahi .,kya aap ne waiter ke haath dekhe hain ?,lekin hum abhi yahan puhanche hain .,chalo chaltay hain .,aap ko yeh pagal khayalat kahan se atay hain ?
yeh intehai ghaleez hai .,is ke naakhun kalay thay !,waqai ?,is ke naakhun ganday thay .,nahi .,kya aap ne waiter ke haath dekhe hain ?,lekin hum abhi yahan puhanche hain .,chalo chaltay hain .
aur is ne hamaray  mein pani dala .,yeh intehai ghaleez hai .,is ke naakhun kalay thay !,waqai ?,is ke naakhun ganday thay .,nahi .,kya aap ne waiter ke haath dekhe hain ?,lekin hum abhi yahan puhanche hain .
yak! mere liye pani nahi,aur is ne hamaray  mein pani dala .,yeh intehai ghaleez hai .,is ke naakhun kalay thay !,waqai ?,is ke naakhun ganday thay .,nahi .,kya aap ne waiter ke haath dekhe hain ?
mujhe herat hai ke kya bawarchi ke naakhun bhi ganday hain .,yak! mere liye pani nahi,aur is ne hamaray  mein pani dala .,yeh intehai ghaleez hai .,is ke naakhun kalay thay !,waqai ?,is ke naakhun ganday thay .,nahi .
yeh garam roti mazedar hai .,mujhe herat hai ke kya bawarchi ke naakhun bhi ganday hain .,yak! mere liye pani nahi,aur is ne hamaray  mein pani dala .,yeh intehai ghaleez hai .,is ke naakhun kalay thay !,waqai ?,is ke naakhun ganday thay .
mujhe yeh ristoran pasand hai kyunkay woh aap ko muft roti dete hain .,yeh garam roti mazedar hai .,mujhe herat hai ke kya bawarchi ke naakhun bhi ganday hain .,yak! mere liye pani nahi,aur is ne hamaray  mein pani dala .,yeh intehai ghaleez hai .,is ke naakhun kalay thay !,waqai ?
"theek hai, mujhe lagta hai ke hum is ke liye adaigi kar rahay hain .",mujhe yeh ristoran pasand hai kyunkay woh aap ko muft roti dete hain .,yeh garam roti mazedar hai .,mujhe herat hai ke kya bawarchi ke naakhun bhi ganday hain .,yak! mere liye pani nahi,aur is ne hamaray  mein pani dala .,yeh intehai ghaleez hai .,is ke naakhun kalay thay !
nahi. jab hum usay haasil karte hain to usay dekhen. roti ke liye koi charge nahi hai .,"theek hai, mujhe lagta hai ke hum is ke liye adaigi kar rahay hain .",mujhe yeh ristoran pasand hai kyunkay woh aap ko muft roti dete hain .,yeh garam roti mazedar hai .,mujhe herat hai ke kya bawarchi ke naakhun bhi ganday hain .,yak! mere liye pani nahi,aur is ne hamaray  mein pani dala .,yeh intehai ghaleez hai .
"yeh mazedar hai, khaas tor par makhan ke sath .",nahi. jab hum usay haasil karte hain to usay dekhen. roti ke liye koi charge nahi hai .,"theek hai, mujhe lagta hai ke hum is ke liye adaigi kar rahay hain .",mujhe yeh ristoran pasand hai kyunkay woh aap ko muft roti dete hain .,yeh garam roti mazedar hai .,mujhe herat hai ke kya bawarchi ke naakhun bhi ganday hain .,yak! mere liye pani nahi,aur is ne hamaray  mein pani dala .
mere khayaal mein roti bharnay ke baad hi hamein chore dena chahiye .,"yeh mazedar hai, khaas tor par makhan ke sath .",nahi. jab hum usay haasil karte hain to usay dekhen. roti ke liye koi charge nahi hai .,"theek hai, mujhe lagta hai ke hum is ke liye adaigi kar rahay hain .",mujhe yeh ristoran pasand hai kyunkay woh aap ko muft roti dete hain .,yeh garam roti mazedar hai .,mujhe herat hai ke kya bawarchi ke naakhun bhi ganday hain .,yak! mere liye pani nahi
woh shayad yeh pasand nahi karen ge .,mere khayaal mein roti bharnay ke baad hi hamein chore dena chahiye .,"yeh mazedar hai, khaas tor par makhan ke sath .",nahi. jab hum usay haasil karte hain to usay dekhen. roti ke liye koi charge nahi hai .,"theek hai, mujhe lagta hai ke hum is ke liye adaigi kar rahay hain .",mujhe yeh ristoran pasand hai kyunkay woh aap ko muft roti dete hain .,yeh garam roti mazedar hai .,mujhe herat hai ke kya bawarchi ke naakhun bhi ganday hain .
mein itni roti kha raha hon ke pait bhar raha hon .,woh shayad yeh pasand nahi karen ge .,mere khayaal mein roti bharnay ke baad hi hamein chore dena chahiye .,"yeh mazedar hai, khaas tor par makhan ke sath .",nahi. jab hum usay haasil karte hain to usay dekhen. roti ke liye koi charge nahi hai .,"theek hai, mujhe lagta hai ke hum is ke liye adaigi kar rahay hain .",mujhe yeh ristoran pasand hai kyunkay woh aap ko muft roti dete hain .,yeh garam roti mazedar hai .
